id,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
2912,CERTIFIED,OUTBRAIN INC.,ADVERTISING AND PROMOTIONS MANAGERS,"SENIOR DIRECTOR, BUSINESS DEVELOPMENT",N,67829,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2913,CERTIFIED,"SAATCHI & SAATCHI NORTH AMERICA, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR INTEGRATED BUSINESS AFFAIRS MANAGER,Y,97552,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
2914,CERTIFIED,"KEVIN MURPHY, USA",ADVERTISING AND PROMOTIONS MANAGERS,DIRECTOR OF EDUCATION AND PROMOTIONS,Y,95181,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
2915,CERTIFIED,FIGLIULO&PARTNERS LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT SUPERVISOR,Y,75762,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2916,DENIED,FIGLIULO&PARTNERS LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT SUPERVISOR,Y,75762,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2917,CERTIFIED,KIRSHENBAUM BOND SENECAL + PARTNERS,ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE BRAND STRATEGY DIRECTOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2918,CERTIFIED,"MEDICUS GROUP INTERNATIONAL, INC. D/B/A PUBLICIS LIFEBRANDS MEDICUS",ADVERTISING AND PROMOTIONS MANAGERS,GROUP ACCOUNT SUPERVISOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2919,CERTIFIED,"BANDAI NAMCO ENTERTAINMENT AMERICA, INC.",ADVERTISING AND PROMOTIONS MANAGERS,MOBILE COMMUNITY MANAGER,N,58760,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
2920,CERTIFIED,FIGLIULO & PARTNERS LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT SUPERVISOR,Y,81261,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2921,CERTIFIED,RAPP WORLDWIDE CALIFORNIA INC.,ADVERTISING AND PROMOTIONS MANAGERS,"SVP, DIRECTOR OF EXPERIENCE STRATEGY & DESIGN",Y,131602,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
2922,CERTIFIED,"HUGE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,EXPERIENCE DIRECTOR,Y,178506,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
2923,CERTIFIED,PWGOLFMANAGEMENT LLC,ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTIONS MANAGER,N,46779,2016,"GLENDORA, CALIFORNIA",-117.865339,34.1361187
2924,CERTIFIED,"GOODBY, SILVERSTEIN AND PARTNERS, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,121701,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2925,CERTIFIED,"DROGA 5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,139984,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2926,CERTIFIED,"DROGA 5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,SOCIAL COMMUNICATIONS STRATEGY DIRECTOR,Y,139984,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2927,CERTIFIED,PEREIRA & O'DELL LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2928,CERTIFIED,"R/GA MEDIA GROUP, INC.",ADVERTISING AND PROMOTIONS MANAGERS,GROUP EXECUTIVE CREATIVE DIRECTOR,Y,217048,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2929,CERTIFIED,"GREY GLOBAL GROUP, LLC",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR PROJECT MANAGER,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2930,CERTIFIED,REFINERY 29 INC.,ADVERTISING AND PROMOTIONS MANAGERS,"GROUP CLIENT DIRECTOR, BRAND EXPERIENCES",Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2931,CERTIFIED,SAATCHI AND SAATCHI,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR PROJECT MANAGER,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2932,CERTIFIED,CONTENT ORIGINALS INC,ADVERTISING AND PROMOTIONS MANAGERS,CREATIVE CONTENT PRODUCER,N,63482,2016,"WEST HOLLYWOOD, CALIFORNIA",-118.3617443,34.0900091
2933,CERTIFIED,SAATCHI AND SAATCHI,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR PROJECT MANAGER,Y,101442,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2934,CERTIFIED,DEVOTION DIGITAL INC.,ADVERTISING AND PROMOTIONS MANAGERS,INTERACTIVE ADVERTISING PRODUCER,N,64376,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
2935,CERTIFIED,"DEUTSCH LA, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"EVP, GROUP STRATEGY DIRECTOR",Y,165672,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
2936,CERTIFIED,BIG SPACESHIP LLC,ADVERTISING AND PROMOTIONS MANAGERS,CONTENT DIRECTOR,Y,139984,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
2937,CERTIFIED,"DROGA 5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,GROUP ACCOUNT DIRECTOR,Y,178506,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2938,CERTIFIED,SONY PICTURES HOME ENTERTAINMENT INC.,ADVERTISING AND PROMOTIONS MANAGERS,3RD PARTY BRAND MARKETING DIRECTOR,Y,97552,2016,"CULVER CITY, CALIFORNIA",-118.3964665,34.0211224
2939,DENIED,PRAYTELL STRATEGY INC.,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR STRATEGIST,Y,121701,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2940,CERTIFIED,72ANDSUNNY PARTNERS LLC,ADVERTISING AND PROMOTIONS MANAGERS,BRAND DIRECTOR,Y,131602,2016,"PLAYA VISTA, CALIFORNIA",-118.4265872,33.9719826
2941,CERTIFIED,R/GA MEDIA GROUP INC.,ADVERTISING AND PROMOTIONS MANAGERS,GROUP ACCOUNT DIRECTOR,Y,217048,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2942,CERTIFIED,PRAYTELL STRATEGY INC.,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR STRATEGIST,Y,98134,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2943,CERTIFIED,RESOLUTION MEDIA INC.,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,98134,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2944,CERTIFIED,RAPP WORLDWIDE CALIFORNIA INC.,ADVERTISING AND PROMOTIONS MANAGERS,"SVP, DIRECTOR OF EXPERIENCE STRATEGY & DESIGN",Y,131602,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
2945,CERTIFIED,"FIVE STAR METALS, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTIONS MANAGER,N,44158,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
2946,CERTIFIED,"BELL NURSERY USA, LLC",ADVERTISING AND PROMOTIONS MANAGERS,MARKETING DIRECTOR,Y,98509,2016,"ELKRIDGE, MARYLAND",-76.7625073,39.1978788
2947,CERTIFIED,"AFI, LLC",ADVERTISING AND PROMOTIONS MANAGERS,ACQUISITIONS AND DEVELOPMENT MANAGER,N,63482,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
2948,CERTIFIED,"HUGE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,GROUP ENGAGEMENT DIRECTOR,Y,139984,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
2949,CERTIFIED,"ATLASSIAN, INC.",ADVERTISING AND PROMOTIONS MANAGERS,PRODUCT ADVERTISING MANAGER - CONFLUENCE,Y,74547,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2950,CERTIFIED,"DEUTSCH LA, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"EXECUTIVE VICE PRESIDENT, GROUP ACCOUNT DIRECTOR",Y,159994,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
2951,CERTIFIED,FT PUBLICATIONS INC.,ADVERTISING AND PROMOTIONS MANAGERS,US COMMERCIAL DIRECTOR,Y,105019,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2952,CERTIFIED,"JACK MORTON WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,105019,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2953,CERTIFIED,BBDO USA LLC,ADVERTISING AND PROMOTIONS MANAGERS,MANAGER,Y,81261,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2954,CERTIFIED,"DROGA5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,GROUP ACCOUNT DIRECTOR,Y,187387,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2955,CERTIFIED,"FCB WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"VICE PRESIDENT, ASSOCIATE CREATIVE DIRECTOR",Y,146203,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2956,CERTIFIED,PEARLFISHER INC.,ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE ACCOUNT MANAGER,Y,105019.2,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2957,CERTIFIED,SPI ENTERTAINMENT INC,ADVERTISING AND PROMOTIONS MANAGERS,ADVERTISING AND PROMOTIONS MANAGER,N,53290,2016,"HENDERSON, NEVADA",-114.9817213,36.0395247
2958,CERTIFIED,FIRSTBORN MULTIMEDIA CORPORATION,ADVERTISING AND PROMOTIONS MANAGERS,PROGRAM DIRECTOR,Y,105019,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2959,CERTIFIED,"ESPN SALES & MARKETING, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT EXECUTIVE,Y,160300,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2960,CERTIFIED,"DROGA5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR PROJECT MANAGER,Y,105019,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2961,CERTIFIED,"YAHOO, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"SR. DIRECTOR, P&E ACCOUNTANT MANAGEMENT",Y,153234,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2962,CERTIFIED,MATTER UNLIMITED LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,146203,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2963,CERTIFIED,"WINE AUSTRALIA USA, LLC",ADVERTISING AND PROMOTIONS MANAGERS,PROMOTIONS & MARKETING MANAGER/EVENTS,Y,76523,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2964,CERTIFIED,B-REEL INC.,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR CREATIVE,Y,124675,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
2965,CERTIFIED,"DROGA5, LLC",ADVERTISING AND PROMOTIONS MANAGERS,GROUP ACCOUNT DIRECTOR,Y,187387,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2966,CERTIFIED,B-REEL INC.,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR CREATIVE,Y,124675,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
2967,CERTIFIED,"MEDICUS GROUP INTERNATIONAL, INC. D/B/A PUBLICIS LIFEBRANDS MEDICUS",ADVERTISING AND PROMOTIONS MANAGERS,"VICE PRESIDENT, ACCOUNT DIRECTOR",Y,105019,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2968,DENIED,EQUATOR DESIGN INC,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR CREATIVE ACCOUNT MANAGER,N,66518,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
2969,CERTIFIED,MATTER UNLIMITED LLC,ADVERTISING AND PROMOTIONS MANAGERS,ACCOUNT DIRECTOR,Y,146203,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2970,CERTIFIED,72ANDSUNNY PARTNERS LLC,ADVERTISING AND PROMOTIONS MANAGERS,GROUP CREATIVE DIRECTOR,Y,228571,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2971,CERTIFIED,"DOTW, LLC",ADVERTISING AND PROMOTIONS MANAGERS,PROJECT MANAGER,N,54038,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
2972,CERTIFIED,"GOODBY, SILVERSTEIN AND PARTNERS, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,153234,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2973,CERTIFIED,"FACEBOOK, INC.",ADVERTISING AND PROMOTIONS MANAGERS,CREATIVE AGENCY PARTNER,Y,146203,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2974,CERTIFIED,"UNIVERSAL MCCANN WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"EVP, HEAD OF DIGITAL, UM US",Y,228571,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2975,CERTIFIED,"SQUARETRADE, INC.",MARKETING MANAGERS,"SENIOR MANAGER, BUSINESS STRATEGY & OPERATIONS",Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2976,CERTIFIED-WITHDRAWN,GERBER PRODUCTS COMPANY,MARKETING MANAGERS,PRODUCT MANAGER,Y,94245,2016,"FLORHAM PARK, NEW JERSEY",-74.3882072,40.787878
2977,WITHDRAWN,CUMMINS INC.,MARKETING MANAGERS,"DIRECTOR, MIDRANGE STRATEGY AND PLANNING",Y,91270,2016,"COLUMBUS, INDIANA",-85.9213796,39.2014404
2978,CERTIFIED-WITHDRAWN,AMERICAN GENERAL LIFE INSURANCE COMPANY,MARKETING MANAGERS,"MANAGER, MARKETING",Y,74714,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
2979,CERTIFIED-WITHDRAWN,"INTERNATIONAL BUSINESS CONSULTING & EDUCATIONAL SERVICES, LLC",PUBLIC RELATIONS SPECIALISTS,PUBLIC RELATIONS AND BUSINESS DEVELOPMENT ASSOCIATE,N,42786,2016,"DUBLIN, CALIFORNIA",-121.9357918,37.7021521
2980,CERTIFIED-WITHDRAWN,MIDNITE AIR CORP.,MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,110822,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
2981,CERTIFIED-WITHDRAWN,"SOUTHWESTERN/GREAT AMERICAN, INC.",MARKETING MANAGERS,MARKETING MANAGER,N,49504,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
2982,WITHDRAWN,INTERTRUST TECHNOLOGIES CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,107370,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
2983,WITHDRAWN,"NETAPP, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,108571,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
2984,CERTIFIED-WITHDRAWN,"APPNEXUS, INC.",MARKETING MANAGERS,MOBILE PRODUCT DEVELOPMENT MANAGER,Y,86478,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
2985,WITHDRAWN,CUMMINS INC.,MARKETING MANAGERS,"MANAGER, CORPORATE STRATEGY",Y,91270,2016,"COLUMBUS, INDIANA",-85.9213796,39.2014404
2986,CERTIFIED-WITHDRAWN,"VARIOUS, INC.",MARKETING MANAGERS,MANAGER OF BUSINESS DEVELOPMENT - THE BENELUX,Y,75733,2016,"BOCA RATON, FLORIDA",-80.1289321,26.3683064
2987,WITHDRAWN,CUMMINS INC.,MARKETING MANAGERS,PRICING MANAGER,Y,91270,2016,"COLUMBUS, INDIANA",-85.9213796,39.2014404
2988,WITHDRAWN,BROAN-NUTONE LLC,MARKETING MANAGERS,ASSOCIATE MARKETING MGR & INTER'L MARKET RESEARCH ANALYST,N,66394,2016,"HARTFORD, WISCONSIN",NA,NA
2989,CERTIFIED-WITHDRAWN,"MBI, INC.",MARKETING MANAGERS,ASSISTANT PROGRAM MANAGER,Y,70013,2016,"NORWALK, CONNECTICUT",-73.4081575,41.117744
2990,CERTIFIED-WITHDRAWN,"THISMOMENT, INC.",MARKETING MANAGERS,SENIOR DIRECTOR OF MARKETING,Y,135574,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
2991,CERTIFIED-WITHDRAWN,SYMANTEC CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER,Y,117952,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
2992,CERTIFIED-WITHDRAWN,INTERNAP NETWORK SERVICES CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,70803,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
2993,CERTIFIED-WITHDRAWN,GEBHARDT TRANSPORT & LOGISTIC SOLUTIONS LP,MARKETING MANAGERS,"MANAGER, INTERNATIONAL TRADE & MARKETING",Y,95930,2016,"CUMMING, GEORGIA",-84.1401926,34.2073196
2994,CERTIFIED-WITHDRAWN,INFORMATICA CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,105346,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
2995,CERTIFIED-WITHDRAWN,ABBOTT LABORATORIES,MARKETING MANAGERS,PRODUCT MANAGER - STRATEGIC PLANNING,Y,134285,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
2996,WITHDRAWN,AMAZON CORPORATE LLC,MARKETING MANAGERS,RETAIL ROTATION PROGRAM - MBA,Y,108763,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
2997,CERTIFIED-WITHDRAWN,"NXP SEMICONDUCTORS USA, INC.",MARKETING MANAGERS,MARKETING DIRECTOR,Y,157388,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
2998,WITHDRAWN,NEWMONT INTERNATIONAL SERVICES LIMITED,MARKETING MANAGERS,DIRECTOR MARKETING AND SALES,Y,104894,2016,"GREENWOOD VILLAGE, COLORADO",-104.9508141,39.6172101
2999,CERTIFIED-WITHDRAWN,BILL.COM,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,107370,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
3000,CERTIFIED-WITHDRAWN,"TINYCO, INC.",MARKETING MANAGERS,HEAD OF PRODUCT DEVELOPMENT,Y,135574,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3001,CERTIFIED-WITHDRAWN,"CHANGE.ORG, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,100381,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3002,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,MARKETING MANAGERS,SENIOR PRODUCT MARKETING MANAGER,Y,131456,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
3003,CERTIFIED-WITHDRAWN,BERETTA USA CORPORATION,MARKETING MANAGERS,CLOTHING AND ACCESSORIES DIVISIONAL MANAGER,Y,83491,2016,"ACCOKEEK, MARYLAND",NA,NA
3004,CERTIFIED-WITHDRAWN,"BECKMAN COULTER, INC.",MARKETING MANAGERS,"MARKETING, CLINICAL PRODUCT MANAGER",Y,94500,2016,"BREA, CALIFORNIA",-117.9000604,33.9166805
3005,CERTIFIED-WITHDRAWN,"HTC AMERICA INNOVATION, INC.",MARKETING MANAGERS,SENIOR PARTNER MANAGER,Y,136032,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3006,CERTIFIED-WITHDRAWN,"CVS PHARMACY, INC.",MARKETING MANAGERS,"SENIOR MANAGER, MERCHANDISING",Y,90750,2016,"WOONSOCKET, RHODE ISLAND",-71.5147839,42.0028761
3007,CERTIFIED-WITHDRAWN,"Z2LIVE, INC",MARKETING MANAGERS,PRODUCT MANAGER,Y,112549,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
3008,CERTIFIED-WITHDRAWN,THE METROPOLITAN MUSEUM OF ART,MARKETING MANAGERS,VICE PRESIDENT AND GENERAL MANAGER OF MERCHANDISE AND RETAIL,Y,204194,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3009,CERTIFIED-WITHDRAWN,"TOMITA PHARMACEUTICAL CO., LTD.",MARKETING MANAGERS,SALES/MARKETING MANAGER,Y,170893,2016,"FORT LEE, NEW JERSEY",-73.9701381,40.8509333
3010,CERTIFIED-WITHDRAWN,"INFORMATION BUILDERS, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,104291,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3011,CERTIFIED-WITHDRAWN,BROADCOM CORPORATION,MARKETING MANAGERS,PRODUCT LINE MANAGER,Y,144423,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
3012,CERTIFIED-WITHDRAWN,"EXPEDIA, INC.",MARKETING MANAGERS,"DIRECTOR, SEARCH ENGINE OPTIMIZATION",Y,135678,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
3013,CERTIFIED-WITHDRAWN,THE INTEGER GROUP LLC,MARKETING MANAGERS,"GROUP DIRECTOR, MOBILE MARKETING",Y,155854,2016,"LAKEWOOD, COLORADO",-105.0813734,39.7047095
3014,WITHDRAWN,INTUIT INC.,MARKETING MANAGERS,ASSOCIATE PRODUCT MANAGER,Y,100381,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3015,CERTIFIED-WITHDRAWN,"AUTODESK, INC.",MARKETING MANAGERS,PRODUCT LINE MANAGER,Y,136032,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3016,CERTIFIED-WITHDRAWN,"T-MOBILE USA, INC.",MARKETING MANAGERS,SENIOR SEGMENT MARKETING MANAGER,Y,112549,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
3017,CERTIFIED-WITHDRAWN,"DYNPRO, INC.",MARKETING MANAGERS,"VICE PRESIDENT, CORPORATE ENTREPRENEURSHIP",Y,77230,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
3018,CERTIFIED-WITHDRAWN,"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC",MARKETING MANAGERS,BUSINESS PLANNING MANAGER,Y,83429,2016,"RICHARDSON, TEXAS",-96.7298519,32.9483335
3019,WITHDRAWN,CUMMINS INC.,MARKETING MANAGERS,TERRITORY SALES MANAGER,Y,107744,2016,"MERRIMACK, NEW HAMPSHIRE",-71.4948322,42.8678693
3020,CERTIFIED-WITHDRAWN,"SHUTTERFLY, INC.",MARKETING MANAGERS,"SENIOR MANAGER, ECOMMERCE",Y,136032,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
3021,CERTIFIED-WITHDRAWN,"YANKEE CANDLE COMPANY, INC.",MARKETING MANAGERS,INTERNATIONAL MARKETING MANAGER,N,64355,2016,"SOUTH DEERFIELD, MASSACHUSETTS",NA,NA
3022,CERTIFIED-WITHDRAWN,"FOUNDATION MEDICINE, INC.",MARKETING MANAGERS,"MANAGER, MARKETING COMMUNICATIONS",Y,87069,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
3023,WITHDRAWN,"ARGOSY TRANSPORTATION GROUP, INC.",MARKETING MANAGERS,VICE PRESIDENT OF CORPORATE/BUSINESS DEVELOPMENT,Y,108888,2016,"BELLAIRE, TEXAS",-95.4588299,29.7057858
3024,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,89419,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
3025,WITHDRAWN,CUMMINS INC.,MARKETING MANAGERS,CSE SPECIALIST - NPS MANAGER,Y,81973,2016,"SHOREVIEW, MINNESOTA",-93.1471667,45.0791325
3026,CERTIFIED-WITHDRAWN,AIMIA PROPRIETARY LOYALTY U.S. INC. F/K/A CARLSON MARKETING WORLDWIDE,MARKETING MANAGERS,RETAIL ANALYST,Y,81973,2016,"PLYMOUTH, MINNESOTA",-93.4555093,45.0105194
3027,CERTIFIED-WITHDRAWN,"AIP-BI HOLDINGS, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,85114,2016,"HATFIELD, PENNSYLVANIA",-75.2993417,40.2798274
3028,CERTIFIED-WITHDRAWN,CDM MEDIA USA,MARKETING MANAGERS,SENIOR CLIENT SERVICES AND EVENT MANAGER,Y,110552,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
3029,WITHDRAWN,CUMMINS INC.,MARKETING MANAGERS,PRICING MANAGER,Y,91624,2016,"COLUMBUS, INDIANA",-85.9213796,39.2014404
3030,WITHDRAWN,CUMMINS INC.,MARKETING MANAGERS,MARKET STRATEGY AND PLANNING SPECIALIST - SENIOR,Y,79477,2016,"COLUMBUS, INDIANA",-85.9213796,39.2014404
3031,CERTIFIED-WITHDRAWN,"RENT-A-CENTER, INC.",MARKETING MANAGERS,SENIOR DIRECTOR OF STRATEGY AND BUSINESS DEVELOPMENT,Y,114900,2016,"PLANO, TEXAS",-96.6988856,33.0198431
3032,CERTIFIED-WITHDRAWN,"ROHM AND HAAS ELECTRONIC MATERIALS LLC, A SUBSIDIARY OF THE DOW CHEMIC",MARKETING MANAGERS,STRATEGIC MARKETING MANAGER - ELECTRONIC MATERIALS,Y,98500,2016,"MARLBOROUGH, MASSACHUSETTS",-71.5522874,42.3459271
3033,CERTIFIED-WITHDRAWN,EVERNOTE CORPORATION,MARKETING MANAGERS,INTERNATIONAL MARKETING MANAGER,Y,100381,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
3034,CERTIFIED-WITHDRAWN,"TURBOSQUID, INC.",MARKETING MANAGERS,VICE PRESIDENT OF PRODUCT DEVELOPMENT,Y,80267,2016,"NEW ORLEANS, LOUISIANA",-90.0715323,29.9510658
3035,CERTIFIED-WITHDRAWN,"FCB WORLDWIDE, INC.",MARKETING MANAGERS,STRATEGIC ANALYTICS DIRECTOR,Y,86445,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
3036,CERTIFIED-WITHDRAWN,CELANESE CORPORATION,MARKETING MANAGERS,STRATEGIC MARKETING MANAGER,Y,134826,2016,"IRVING, TEXAS",-96.9488945,32.8140177
3037,WITHDRAWN,"LYNDA.COM, INC.",MARKETING MANAGERS,SR. PRODUCT MANAGER,Y,136032,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3038,CERTIFIED-WITHDRAWN,QLOGIC CORPORATION,MARKETING MANAGERS,"PRODUCT MANAGER, SR. STAFF",Y,96500,2016,"ALISO VIEJO, CALIFORNIA",-117.7256083,33.5676842
